TargetGene	Cell	log2FC.D14	RRA.padj.
HIST1H3G	HAP1	-1.43885532129718	0.00036502809348408
GNL3	HAP1	-1.89376848423147	0.000367197956411321
AARS	HAP1	-1.66376669395337	0.000369092108172294
RPF2	HAP1	-1.91526542236413	0.000369763201684279
PRMT5	HAP1	-1.65371330417433	0.000373195231134849
ATXN10	HAP1	-1.41973015292391	0.000375261556637968
WBP4	HAP1	-1.97068525591665	0.000377337777567071
CSDE1	HAP1	-1.43016274117559	0.000382026059485182
SART3	HAP1	-1.48839523757813	0.00038413432492026
EXOC3	HAP1	-1.50365686964492	0.000388381084333237
RPS27A	HAP1	-1.71380204035671	0.000388381084333237
STIL	HAP1	-1.61416863772003	0.000390519658951161
BCCIP	HAP1	-1.46672364571168	0.000392151748515704
DIMT1	HAP1	-1.53247513553228	0.000392151748515704
ATP5A1	HAP1	-1.79456164716074	0.000393791108192535
PGS1	HAP1	-1.48835816076013	0.000393791108192535
DDX27	HAP1	-1.83455502567096	0.000395437761650104
FCF1	HAP1	-1.36073737514629	0.000395437761650104
GAR1	HAP1	-1.47889444419236	0.000397610806812927
CWC22	HAP1	-1.73567389955822	0.00039834568568098
DNA2	HAP1	-1.83536842340785	0.000398753045059848
USP7	HAP1	-1.72164286045467	0.000398753045059848
BUB3	HAP1	-1.49006409681128	0.00040916309347028
GNAS	HAP1	-1.40358204084715	0.000411400913531531
CUL2	HAP1	-1.75963834032978	0.000413649313885706
AKIRIN1	HAP1	-1.68034476729441	0.000417637741585521
MYC	HAP1	-2.11704854033018	0.000417637741585521
NARS	HAP1	-1.55769059647258	0.000417637741585521
KHSRP	HAP1	-1.53220629285577	0.000425599945316885
IGBP1	HAP1	-1.6951332376851	0.000436045087025229
OTUD5	HAP1	-1.84909032520977	0.000436045087025229
RAD17	HAP1	-1.6044198028633	0.000438408549026285
RAD9A	HAP1	-1.69754729333759	0.00044078308453991
EIF1AX	HAP1	-1.97749683810949	0.00044205857237774
GRSF1	HAP1	-1.75452857098419	0.00044556555013357
ARID1A	HAP1	-1.74245493137176	0.000447973567571117
NOP14	HAP1	-2.39362847889839	0.000448636275662371
HIF1A	HAP1	-1.43631316526529	0.000449245335572609
SHFM1	HAP1	-1.92825962262966	0.000449245335572609
NCAPD3	HAP1	-1.66980649026288	0.000454686067564725
MRPL3	HAP1	-1.8154684965929	0.000457136961342629
CSNK2B	HAP1	-1.7380085099467	0.000459599271819149
FTH1	HAP1	-1.82932855111596	0.000462035715658225
UPF1	HAP1	-1.49635137892575	0.000477018506112484
ABCE1	HAP1	-1.8681766976222	0.000478171690529899
CENPN	HAP1	-1.59647825237299	0.000481528940335619
MTPAP	HAP1	-1.49238054068991	0.000481528940335619
SLC35B1	HAP1	-1.5599711899886	0.000487302786951813
RPS19	HAP1	-1.69178991041575	0.000502313386107512
URM1	HAP1	-1.52345990852275	0.000502313386107512
SRSF5	HAP1	-1.42051127706844	0.000508300456790539
BRD8	HAP1	-1.7696951365316	0.000509719024671584
POLD1	HAP1	-1.47679994112633	0.000509719024671584
TICRR	HAP1	-1.45728366906732	0.000509719024671584
CIAO1	HAP1	-1.3508810365797	0.000515781033025472
KANSL2	HAP1	-2.0114177677628	0.000521904819886194
ACTR3	HAP1	-1.42237803660105	0.000523511701732584
CACTIN	HAP1	-1.72491585360183	0.000523511701732584
MZT1	HAP1	-1.69697735843044	0.000523511701732584
PSMD12	HAP1	-1.96991339633839	0.000523511701732584
CRLS1	HAP1	-1.41624228906502	0.000532353437660518
ATP5F1	HAP1	-1.24587689149801	0.000537314756592161
TRAIP	HAP1	-1.61586257458853	0.000537314756592161
ZMYND8	HAP1	-1.50449855539253	0.000537314756592161
ASPM	HAP1	-1.64983290018773	0.00054014405130564
BUB1	HAP1	-1.31174122363914	0.000549384276388506
GLRX3	HAP1	-1.35045267951639	0.000549384276388506
PRKDC	HAP1	-1.81363111819772	0.000552268059813079
SCAF8	HAP1	-1.68831139227085	0.000555164920603771
COX7C	HAP1	-1.33539104565334	0.00056168557077962
MCL1	HAP1	-1.64913036922925	0.000568271854489373
SKP1	HAP1	-1.72767648587512	0.000569349229187008
BMS1	HAP1	-1.52638140498185	0.000570542913078631
GATAD2B	HAP1	-1.96530638581795	0.000573522067796341
HIST1H2AM	HAP1	-1.5388801647388	0.000591488249113629
FAM96B	HAP1	-1.32237869596101	0.000602207173520392
PKMYT1	HAP1	-1.54058354438719	0.000605326421934866
SIN3A	HAP1	-1.42510247831048	0.000608459629946455
EIF2B4	HAP1	-1.86690712449949	0.000611136360827104
NPAT	HAP1	-1.40288023341194	0.000611136360827104
WBSCR22	HAP1	-1.64654920407801	0.000614024762876654
TSR1	HAP1	-1.74522690254014	0.000617197227088601
LARP4	HAP1	-1.49154914924156	0.000622834285337877
MED20	HAP1	-1.48143712819855	0.000622834285337877
RFC3	HAP1	-1.72277300552221	0.000622834285337877
PAXBP1	HAP1	-1.63964850030616	0.000626046425788583
WDR3	HAP1	-1.66262407855776	0.000628518351508718
ZNF407	HAP1	-1.58199370882041	0.000628518351508718
CHMP4B	HAP1	-1.76037582404748	0.000631756185961006
ELP4	HAP1	-1.7659292956549	0.000647081584886513
ANAPC13	HAP1	-1.54792911640785	0.000650485686288091
MRPL20	HAP1	-1.60190093428072	0.00065795307828975
RTFDC1	HAP1	-1.4081555811647	0.000661319940096904
GTF3C2	HAP1	-1.35782405249589	0.000663911312657667
MCTS1	HAP1	-1.87113702572692	0.000663911312657667
DMAP1	HAP1	-1.75744582666474	0.000665189653311167
RBM25	HAP1	-1.6826487204245	0.000666513313398646
PPP2R2A	HAP1	-1.48830816293096	0.000678378573900543
HUWE1	HAP1	-1.76482969083005	0.000694755866065191
PPP1R8	HAP1	-1.83946555120196	0.000707053151059267
HMGN2	HAP1	-1.62974700371945	0.000710633953146874
CTPS1	HAP1	-1.46792642758452	0.000718689120522363
ERCC2	HAP1	-1.7164256795253	0.000725191499588551
DYNLRB1	HAP1	-1.37736408768322	0.000730488843079801
NUP85	HAP1	-1.85577440962226	0.000735938959690037
LETM1	HAP1	-1.46725472682286	0.000737869429386919
HIST1H2BD	HAP1	-1.52603152311479	0.000741583831109036
DNAJC8	HAP1	-1.57923850022204	0.000749938265706977
POLR1E	HAP1	-1.70466241503136	0.000758373365060647
MED1	HAP1	-1.65331378029934	0.000761286556836033
TARS	HAP1	-1.39883962538677	0.000761286556836033
DUT	HAP1	-1.23471549145788	0.000784169163396409
NFS1	HAP1	-1.8677611103214	0.000786854893346323
CTCF	HAP1	-1.3784616817057	0.000787165494684021
U2SURP	HAP1	-1.59739944599271	0.000805769312386288
PPP1R12A	HAP1	-1.76979953121305	0.000809774059224806
CTR9	HAP1	-1.41967897780125	0.000816794024327618
SMC6	HAP1	-1.31835947830592	0.000816889722102914
TIPIN	HAP1	-1.48095127554662	0.000816889722102914
INTS6	HAP1	-1.79315034125868	0.000835127910736279
PFN1	HAP1	-1.45266387389751	0.000835127910736279
SETD2	HAP1	-1.23831330050634	0.000839257964879523
POLG	HAP1	-1.42569999963274	0.000848546404087931
CDC6	HAP1	-2.42193291380935	0.000872655158618802
SPEN	HAP1	-1.29131257526526	0.000872655158618802
SRSF6	HAP1	-1.34296942515512	0.000876943155309302
SMARCC1	HAP1	-1.69106825921574	0.000881249353218395
PMPCA	HAP1	-1.46649951224638	0.000896324204632632
MDM2	HAP1	-1.1485060635157	0.000899683318803608
NEMF	HAP1	-1.81839625964725	0.000899683318803608
RPL35A	HAP1	-3.07491495071675	0.000902775261224898
CMTR1	HAP1	-1.4084202708206	0.000903055632570498
CDK12	HAP1	-1.24177188056275	0.000909840013949231
NAA25	HAP1	-1.33063724593129	0.000909840013949231
ORC2	HAP1	-1.61420929661414	0.000909840013949231
RBM5	HAP1	-1.20228764409588	0.000909840013949231
UTP15	HAP1	-1.73523321555643	0.000911496763587509
AKIRIN2	HAP1	-1.84182125747205	0.00092323559475117
NCBP2	HAP1	-1.45908624711316	0.00092323559475117
ZBTB8OS	HAP1	-1.55849789880319	0.000950211032099921
UQCRC2	HAP1	-1.68155600824275	0.000960540712412995
SF1	HAP1	-1.74623124140237	0.000967551624268323
EDC4	HAP1	-1.71333074299372	0.00096987444087837
IPO5	HAP1	-1.48527480497047	0.000973476831399473
ZNF589	HAP1	-1.29521357514073	0.000973476831399473
ZNF131	HAP1	-1.46230165780783	0.000978188593917861
CDC123	HAP1	-1.56818085616139	0.000982920050619383
EEF1B2	HAP1	-1.79399573760694	0.000984730384504772
COPS6	HAP1	-1.80523241017301	0.000999667435637195
TIMM17A	HAP1	-1.30074638781983	0.00102113588196547
HAUS2	HAP1	-1.40813912265574	0.00102490155548336
SEC11A	HAP1	-1.57405597755143	0.00102490155548336
SKA1	HAP1	-1.78393462478783	0.00104089146141452
SSB	HAP1	-2.02228422753497	0.00104089146141452
RBM3	HAP1	-1.56670186685369	0.00104588164841699
NARFL	HAP1	-1.5244310821552	0.00105089249484431
AK2	HAP1	-1.31106914678391	0.00105475601472667
MRPS30	HAP1	-1.16046022848247	0.00105475601472667
SRP68	HAP1	-1.89895505705374	0.0010598041030308
ZNF217	HAP1	-1.16601856439263	0.00106487305268967
SNRNP25	HAP1	-1.35268664927568	0.00106996293590057
ADAR	HAP1	-1.32846699759036	0.00107507382506148
TAF1D	HAP1	-1.70544484910542	0.00108020579277147
VPS36	HAP1	-1.24984670070696	0.00112408893482054
BIRC6	HAP1	-1.56907834055805	0.00112818061635605
XPO6	HAP1	-1.16431003952477	0.00112818061635605
CPSF1	HAP1	-1.79598750767818	0.00113152243801928
ZBTB11	HAP1	-1.31816041461805	0.00113228783184626
TUBGCP5	HAP1	-1.26595094215795	0.00114428854721717
INTS2	HAP1	-1.75012117121725	0.0011497018296904
NUDC	HAP1	-1.35340754283236	0.00116861788776483
GTF3C1	HAP1	-1.29133662097477	0.0011741292883735
CDC20	HAP1	-1.43954937029624	0.00117966313314737
UBE2I	HAP1	-1.6581888246894	0.00119209280773369
AURKA	HAP1	-1.75867492032867	0.00119454801488499
NOLC1	HAP1	-1.28313785606885	0.00119640009895752
HIRA	HAP1	-1.55428823137995	0.00120072359563665
PNKP	HAP1	-1.4251229150447	0.00120072359563665
CHD1	HAP1	-1.55949630368961	0.00122035281504126
ECD	HAP1	-1.70483846287204	0.00124025809313043
MTBP	HAP1	-1.1824707060576	0.00126044268120464
PKNOX1	HAP1	-1.15014735876676	0.00127359822999396
RBMX	HAP1	-1.39652360159395	0.00128687148012059
RPS25	HAP1	-1.57023296702585	0.00131518726159224
CPSF3L	HAP1	-1.55912629446053	0.00132128454622163
DIS3	HAP1	-1.65645913069644	0.00132740624251002
PAIP1	HAP1	-1.34675957046202	0.00133212166507861
TARDBP	HAP1	-2.32816038488794	0.00133212166507861
XAB2	HAP1	-1.89055870433917	0.00133212166507861
SRSF4	HAP1	-1.2859332596887	0.00133686054131312
SLC7A5	HAP1	-1.21529250124565	0.00134304579578594
BTBD1	HAP1	-1.20941223951347	0.00134925575960714
SRCAP	HAP1	-1.42242662315016	0.00136320035932976
DBF4	HAP1	-1.33041498344175	0.00136949009103493
DHX33	HAP1	-1.26694638143516	0.00137580487976837
PSMC2	HAP1	-1.87798445471569	0.00138067912003915
TBCD	HAP1	-1.36550397028541	0.00138067912003915
EIF4B	HAP1	-1.25563606709446	0.00138703908373067
SUGT1	HAP1	-2.36914972800148	0.00139055344242323
GPI	HAP1	-1.32951643069193	0.00139983497342046
VDAC1	HAP1	-1.21765673398137	0.00140627106810507
ACTG1	HAP1	-1.68924116745131	0.00141273270884964
CEBPZ	HAP1	-1.74434988082694	0.00142745664180131
NCAPH2	HAP1	-1.31273829742979	0.00143227175765408
ZNF592	HAP1	-1.70188349848624	0.00143227175765408
ACTR8	HAP1	-1.35042304933205	0.00143883643398452
C7orf26	HAP1	-1.39871485560786	0.00144391196045588
RPAP3	HAP1	-1.06351232457521	0.00144391196045588
FBXO5	HAP1	-1.67914843578205	0.00147316997975854
GUK1	HAP1	-1.47669560542488	0.00149854004149957
DHX36	HAP1	-1.11333085437878	0.00150222405053919
NCOR1	HAP1	-1.3214918247089	0.00150222405053919
UTP6	HAP1	-1.40690752730199	0.00150222405053919
TRPM7	HAP1	-1.80900586391129	0.00152599513709912
HIST1H3D	HAP1	-1.59872649100052	0.00153292640715332
KIAA0020	HAP1	-1.36493777958949	0.00153988485328815
COPS2	HAP1	-1.29317932857596	0.00154687056472339
CDC7	HAP1	-1.17191831787425	0.00156254335746542
MTHFD1	HAP1	-1.52149571165189	0.00156961704893036
EZH2	HAP1	-1.26174154484155	0.00161204956738306
TPI1	HAP1	-1.26996582866975	0.00162828789753496
PPIL1	HAP1	-1.15154292582163	0.00163561430641371
CENPL	HAP1	-1.21027208544451	0.00165035259108035
PRC1	HAP1	-1.25034597238187	0.00165035259108035
RTF1	HAP1	-1.4650925068303	0.00169291015066394
TRAPPC8	HAP1	-1.33541758152499	0.00169291015066394
UBE3C	HAP1	-1.19083593376936	0.00169873889786816
WHSC1	HAP1	-1.06932082418465	0.00169873889786816
EIF3J	HAP1	-1.01938356341391	0.00170633677298933
DCTN1	HAP1	-1.43034485574263	0.00172338457986805
DAZAP1	HAP1	-1.17213049327409	0.00173879867396023
GTF2H1	HAP1	-1.24759633083531	0.00173879867396023
ZC3H18	HAP1	-1.39793401530486	0.00174655027448966
FARS2	HAP1	-1.04593041049658	0.00176394116705046
TRIM25	HAP1	-2.03204629473074	0.0017912186869695
CDC25A	HAP1	-1.13009597831074	0.0018269141363776
TMEM258	HAP1	-1.38296431653932	0.0018269141363776
ELAVL1	HAP1	-1.11845814940425	0.00183499992332219
ALG11	HAP1	-1.16883899380386	0.00185944304910719
ORC3	HAP1	-1.55095960909336	0.00185944304910719
ZNF639	HAP1	-1.09598302147954	0.00185944304910719
ACTR2	HAP1	-1.21733259066858	0.00186765300970219
WDR74	HAP1	-1.07680383965156	0.00187589426210849
EIF5	HAP1	-1.37644018725768	0.00190464678384989
FANCI	HAP1	-1.69089113006989	0.00190917419108373
POLG2	HAP1	-1.14800686396067	0.00190917419108373
RPL23A	HAP1	-1.55345702732909	0.00190917419108373
METTL3	HAP1	-1.17463338758665	0.00195934330786922
POLR2E	HAP1	-1.59466499429879	0.00196065805544131
MAK16	HAP1	-2.17653227931827	0.00198092993532373
SMC4	HAP1	-1.75664303456284	0.00198519952731306
CTNNB1	HAP1	-1.14654156782629	0.00199388350462765
INTS5	HAP1	-1.37809182284046	0.00205692325704308
DNMT1	HAP1	-1.440102407291	0.0020748569479871
UPF2	HAP1	-1.52540688537433	0.0020748569479871
CCT3	HAP1	-1.46611203221626	0.00208387433079078
PRKRIR	HAP1	-1.13718366131703	0.00210201070122028
PTBP2	HAP1	-1.14542184821286	0.00210201070122028
CAND1	HAP1	-1.60224570805505	0.00211112990171313
FUBP1	HAP1	-1.60629085146506	0.00213657323084928
NPEPPS	HAP1	-1.65247199749951	0.00213657323084928
PNRC2	HAP1	-1.32664025723078	0.00213657323084928
ZNF695	HAP1	-1.22338385584897	0.00213657323084928
POLD3	HAP1	-1.29031030701914	0.00215510656962294
PTPN23	HAP1	-1.18148276754359	0.00215510656962294
IMP4	HAP1	-1.58435789517126	0.00216898686099296
TSR2	HAP1	-1.43983352753165	0.00218532202817702
GINS3	HAP1	-1.18098472162784	0.00219475248009521
SCD	HAP1	-1.24608719117642	0.00220421805826269
EXOSC5	HAP1	-1.43323195791321	0.00221371887223135
MEPCE	HAP1	-1.0026641973735	0.00223282664715239
RAC1	HAP1	-1.25614408758316	0.00223282664715239
USP8	HAP1	-1.19073654776692	0.00224243382858259
NSF	HAP1	-1.47115887802977	0.00225207668677069
YY1	HAP1	-1.43757366441718	0.00226175533264571
TYMS	HAP1	-1.12365389510993	0.00227146987741364
CCNL1	HAP1	-1.22312815270963	0.0022932466084813
CBLL1	HAP1	-1.34455250163804	0.00230307692561806
EWSR1	HAP1	-1.70166593604384	0.00231315537745444
CDC42	HAP1	-1.20741268058452	0.00233506020402301
LARP4B	HAP1	-1.33080435957933	0.00234504416847625
ATP1A1	HAP1	-1.17186772296186	0.0023527762810522
HNRNPUL1	HAP1	-1.23459009141488	0.0023527762810522
MRPS27	HAP1	-1.10999823120934	0.00236282649854737
RBM33	HAP1	-1.4835518924234	0.00241039239084941
NUP43	HAP1	-1.33871204441921	0.00242065197356365
FOXK2	HAP1	-1.1870586370369	0.00246683055494253
TMEM167A	HAP1	-1.21318496140505	0.00246683055494253
HMGCR	HAP1	-1.21107204330571	0.00248779840711122
OGT	HAP1	-1.2113335539287	0.00248779840711122
BORA	HAP1	-0.995384687716749	0.00249833992023887
EXOC5	HAP1	-0.972912796938168	0.00250650523667807
RNASEH2B	HAP1	-1.03065357568281	0.00250650523667807
TLK2	HAP1	-1.48933783287003	0.00254333580281599
NAF1	HAP1	-1.22712209847814	0.00255407920594025
TRIM28	HAP1	-1.21956027238628	0.00257815548757736
CNOT6	HAP1	-1.68967955776719	0.00266779111840373
MRPS5	HAP1	-1.16899193534172	0.00266779111840373
FXN	HAP1	-1.45167452428563	0.00269278564981121
PARP1	HAP1	-0.978763023396789	0.00271798096640152
HSD17B10	HAP1	-1.32432182332068	0.0028144695492026
TEX10	HAP1	-1.91091909681003	0.00281715709428069
MED7	HAP1	-1.07734948413074	0.00282079708923661
TWISTNB	HAP1	-1.44210399532754	0.00282079708923661
SUV420H1	HAP1	-1.10735288562949	0.00287617918147634
UBA2	HAP1	-1.35762626192381	0.00290284077829308
CRKL	HAP1	-1.02453500012056	0.00298977043535746
MCMBP	HAP1	-1.130378528282	0.00300210072157248
DEK	HAP1	-1.30951909792932	0.00306054051163924
BANF1	HAP1	-1.16126078552392	0.00310427844965569
ACTR1A	HAP1	-1.48062387496718	0.00311700982751964
CENPO	HAP1	-1.19542358219562	0.0031268308754256
MRPL42	HAP1	-1.09822357006372	0.0031268308754256
TIMM50	HAP1	-1.54561107526743	0.00315547501682366
PPP4R2	HAP1	-1.17476301839004	0.00320037100215488
EPC2	HAP1	-0.977830960908579	0.00322959269074857
BARD1	HAP1	-1.00967655173879	0.00323667352521243
DDX55	HAP1	-1.84593246452593	0.00323667352521243
RARS2	HAP1	-1.01445435080578	0.00323667352521243
SUPT5H	HAP1	-1.61145428421001	0.00329247694046749
CENPA	HAP1	-1.35853833453731	0.00329591050062986
SRFBP1	HAP1	-1.12201624028724	0.00334251090649184
FAM136A	HAP1	-1.1182829281751	0.0033896782993638
ZFR	HAP1	-1.36264717688936	0.0034034059340768
DDX51	HAP1	-1.13004996345942	0.00343420891709811
CLK2	HAP1	-1.12688218930787	0.00346525092820888
POT1	HAP1	-1.28728774496652	0.00354886608240739
PAPOLA	HAP1	-1.05113697962165	0.00358850526016543
RQCD1	HAP1	-1.11747822191651	0.00358850526016543
SASS6	HAP1	-1.11594299853226	0.00358850526016543
USPL1	HAP1	-1.01080504721117	0.00358850526016543
SUPT4H1	HAP1	-0.983691294119758	0.00362073893611491
TTI1	HAP1	-0.956997454372033	0.00363526343415885
HDLBP	HAP1	-1.25969693158847	0.00366446352066746
NSMCE4A	HAP1	-1.03278408319832	0.00366446352066746
HERC2	HAP1	-1.13283706473214	0.00370758541172163
MYBL2	HAP1	-1.51950086179582	0.00370758541172163
PPP1R15B	HAP1	-1.39687860489056	0.00370758541172163
RPS21	HAP1	-1.40680813074279	0.00370758541172163
SRBD1	HAP1	-0.992304464483196	0.00370758541172163
TNPO2	HAP1	-0.895309594602775	0.00377173233846228
CEP57	HAP1	-1.26252658434957	0.00378677722680882
HJURP	HAP1	-1.40152847979813	0.00380187393321404
CDT1	HAP1	-1.43298942864116	0.00381702260715034
SMG6	HAP1	-0.995986458246593	0.00386986311084928
ZFC3H1	HAP1	-1.01109518279547	0.00388524280026418
HSF1	HAP1	-1.30896172016436	0.00389710974994637
NVL	HAP1	-1.32142282859013	0.00389710974994637
RPL22L1	HAP1	-1.19034008981624	0.00394729084612459
SMARCB1	HAP1	-1.38666992815291	0.00394729084612459
DYNLL1	HAP1	-1.17974257738935	0.00400166928250602
DNAJB6	HAP1	-1.02777087198766	0.00403705338921995
METTL17	HAP1	-0.997121226085921	0.00405300114901947
H2AFZ	HAP1	-1.17274879065195	0.00406530757159237
TIMM13	HAP1	-1.03115337794248	0.00406530757159237
KMT2D	HAP1	-0.972290482922582	0.00407765283435719
MRPL4	HAP1	-1.02577740341732	0.00407765283435719
HTATSF1	HAP1	-1.56137706245878	0.00407945206600037
SBDS	HAP1	-1.11719733165146	0.00409003702985092
C9orf114	HAP1	-0.979593565522713	0.00410616952776002
DSCC1	HAP1	-0.976420262257786	0.00416240383328295
IDH3A	HAP1	-1.1953380267299	0.00419899757140034
ZFP36L2	HAP1	-1.09727546831732	0.00421549633615908
DLST	HAP1	-1.32713191985673	0.00424866192564255
HECTD1	HAP1	-1.21579890648521	0.00424866192564255
CTC1	HAP1	-1.05996493967462	0.00428205265681366
MBTD1	HAP1	-0.908012636959857	0.00428205265681366
IMMT	HAP1	-1.29808183922848	0.00428588047015973
CELF1	HAP1	-0.932353060538546	0.0042911288485212
NSMCE2	HAP1	-0.906267091716858	0.0042911288485212
UCHL5	HAP1	-0.99949287613923	0.00430794255761645
MRPS15	HAP1	-1.31393718319401	0.00432094824174753
RNF40	HAP1	-1.47420815763265	0.00432094824174753
CS	HAP1	-1.17165561606556	0.00435872552622858
ADRM1	HAP1	-0.907742338635497	0.00441789266937149
DLX6	HAP1	-1.04587171741996	0.00445639670975374
RBM42	HAP1	-1.01752084784339	0.0045777116395243
SEC61G	HAP1	-1.02496147036352	0.0045777116395243
ZNF800	HAP1	-0.998023080033658	0.00459548026602495
MAP4	HAP1	-0.907900507115909	0.00465740185076397
ATP2A2	HAP1	-1.82435790763073	0.00467932753671747
SLBP	HAP1	-1.10579715132536	0.00469352695254928
UBE2K	HAP1	-1.00245104305372	0.00471168008051228
DAP3	HAP1	-0.930298722068655	0.00472989381850496
CCT6A	HAP1	-1.54041838385724	0.00474536914288984
RBM12B	HAP1	-0.939808903003134	0.00474536914288984
EIF4H	HAP1	-1.03373212454169	0.00475809727052688
SPDL1	HAP1	-1.02504914163122	0.00475809727052688
NOP16	HAP1	-1.10819142504801	0.00482187760340782
RTTN	HAP1	-1.01181568899467	0.00484045857361706
TRNT1	HAP1	-1.93539218982531	0.00484209655713246
ISG20L2	HAP1	-1.26080882608664	0.00486755743271067
FAF2	HAP1	-1.04089386033111	0.00486924854444245
PCGF6	HAP1	-0.870681258570333	0.00486924854444245
EAPP	HAP1	-1.41625979551586	0.00488799004879923
PANK2	HAP1	-0.872650642929967	0.00490679381033511
POLD2	HAP1	-1.47603710445868	0.00492566000221273
IMP3	HAP1	-0.943431855358002	0.00494458879798148
SPC25	HAP1	-1.45358607232645	0.0049478594874421
UBE2M	HAP1	-1.06576260147516	0.0049826348973279
STX18	HAP1	-1.25885552404242	0.00502531095309548
CHD3	HAP1	-0.902076129346076	0.00509213021382958
UMPS	HAP1	-1.00072335390896	0.0051116053305113
BAP1	HAP1	-1.42209548824075	0.0053018120614689
EGR1	HAP1	-0.845009618919653	0.0053717912376192
INTS10	HAP1	-1.21048680127622	0.00538282646288398
NOB1	HAP1	-1.12915980335751	0.00538282646288398
SNAPC5	HAP1	-0.882499320700803	0.00538282646288398
BRD2	HAP1	-1.44110683556542	0.00550782774544934
BTAF1	HAP1	-1.43749819323996	0.00550782774544934
KIAA1524	HAP1	-1.69518802246412	0.00554149500074882
SF3B5	HAP1	-1.0697726887845	0.00554149500074882
PPIE	HAP1	-1.57266345620169	0.00555972674574362
POLR2C	HAP1	-1.49869172425737	0.00561469750980125
KEAP1	HAP1	-0.909166382321266	0.00561597309937488
NFRKB	HAP1	-1.43511918895277	0.00561597309937488
TFAP4	HAP1	-0.854968978189431	0.00561597309937488
WDHD1	HAP1	-0.941083459332213	0.00561597309937488
DIDO1	HAP1	-0.878235405621769	0.0056371526034454
ATP6V1B2	HAP1	-0.975388712023706	0.00565355237070936
PGK1	HAP1	-1.08645956531031	0.00565355237070936
CYC1	HAP1	-1.01213721279876	0.00570110548291739
SREK1	HAP1	-1.118642915864	0.00581900774296141
THOC5	HAP1	-1.37218131173696	0.00581900774296141
WDR1	HAP1	-1.13843228924077	0.00581900774296141
EXO1	HAP1	-0.899250767294293	0.00584084321532424
RRN3	HAP1	-1.47334974733421	0.00586490957369526
SNAP23	HAP1	-1.23110487042131	0.00588472649080446
NSUN5	HAP1	-0.940394433378429	0.00596121461981879
RPUSD4	HAP1	-0.99857888519745	0.00598350650273878
SERBP1	HAP1	-1.44774635475295	0.00602015714743068
PSMA4	HAP1	-1.48764895860366	0.00605057970150181
RCL1	HAP1	-1.08999777113008	0.00605081458230647
WDR18	HAP1	-1.3403089000637	0.00607597430984122
ELAC2	HAP1	-1.06665174385614	0.0060960489436185
TMEM138	HAP1	-0.945784452801483	0.00611360315066464
ZNF644	HAP1	-0.885096581423744	0.00611360315066464
DNAJA3	HAP1	-2.0634075742878	0.00612703824856945
TOMM20	HAP1	-1.28518474113985	0.00619411187751455
TAF10	HAP1	-0.897715651302869	0.00621041436445422
AGFG1	HAP1	-0.957938456820374	0.00626194748407349
NFYB	HAP1	-1.13221646034317	0.00630853710829975
SUGP1	HAP1	-0.999769314796227	0.00630853710829975
KIF23	HAP1	-1.36518244499614	0.0063319439298613
CSTF3	HAP1	-0.798424224470808	0.00635542569149995
CHTOP	HAP1	-0.966693212767852	0.00637363558437021
YTHDF2	HAP1	-1.10176972956266	0.00637363558437021
ATMIN	HAP1	-0.986215364635466	0.00645010616277446
POLRMT	HAP1	-1.02766396519714	0.00645010616277446
EDC3	HAP1	-0.846537090530059	0.00650333430996951
HIST1H2AC	HAP1	-1.36958389928282	0.00652736182212468
ORC4	HAP1	-0.97458097610712	0.00655146593147995
TAMM41	HAP1	-0.985464919013415	0.00660540926765943
SEC61A1	HAP1	-1.54653456922091	0.00666510149924117
USP10	HAP1	-0.831840202212403	0.00668425525035406
E2F6	HAP1	-0.971062968476466	0.00676953377727685
TBC1D14	HAP1	-0.979167777462898	0.00679440031892787
MED10	HAP1	-1.05815575268163	0.00681368646915971
PPIH	HAP1	-1.13529579887352	0.00681368646915971
HP1BP3	HAP1	-0.964231893058103	0.00683869479582042
PWP1	HAP1	-0.979504829963835	0.00685810037978572
ZNF622	HAP1	-0.885379649137156	0.00685810037978572
REV3L	HAP1	-1.02018331651629	0.00688325119241088
UHMK1	HAP1	-0.785606866832627	0.00690848158255586
ZNF551	HAP1	-0.84434363504684	0.00693379176099946
MIPEP	HAP1	-1.01500603776813	0.00699041524260202
MRPL33	HAP1	-0.977647204616954	0.00701598236828947
ATP5C1	HAP1	-1.39622007771816	0.00715050716183178
RINT1	HAP1	-1.27367781917536	0.00725911296464777
CSTF1	HAP1	-1.06848482070915	0.00727952786467756
LIN9	HAP1	-0.773045234004238	0.00727952786467756
COX6C	HAP1	-0.848261652130228	0.00733856579975745
SLC2A1	HAP1	-0.859238936837343	0.00736521636293923
HK2	HAP1	-1.099849873607	0.00755772893138893
HNRNPA1	HAP1	-0.908567281179946	0.00758505493758103
XPOT	HAP1	-1.10358082070159	0.00768009455873371
ADSS	HAP1	-0.965953457103462	0.00770150069301283
RIOK1	HAP1	-0.942914035179888	0.00770150069301283
CENPH	HAP1	-1.03117275706532	0.00779142627774019
NRBP1	HAP1	-1.11689765492189	0.00779142627774019
AHCYL1	HAP1	-1.10884775921892	0.00781310826503316
ATXN7L3	HAP1	-0.966280611813246	0.00781310826503316
TSEN2	HAP1	-0.860230438040542	0.00784122732601184
TMX2	HAP1	-0.92604289229025	0.00786304099029547
ZNF121	HAP1	-0.864446923131176	0.00786304099029547
MALSU1	HAP1	-0.842766134316977	0.00789131714044291
